shipment_id,ship_date,delivery_date,weight_kg,shipping_cost,distance_km,carrier,service_level,is_insured,requires_signature,status,destination_region,special_instructions
Professional Asset #5784,2025/03/02,2025/04/03,774.12,127.38,"2,742.34",Fedex,Express,T,no,in_transit,South,Keep Refrigerated 484
Professional Entry #5785,2025/09/05,2025/04/18,271.83,395.87,"2,439.58",DHL,Economy,sim,não,in_transit,Northeast,
Premium Resource #5786,09/14/2025,,887.60,283.89,1607.82,Local Courier,Same-Day,no,yes,delayed,Northeast,Leave at Door 406
Enterprise Service #5787,2025/05/14,2025-05-24,915.50,204.22,3025.85,Correios,Economy,sim,não,returned,International,
Standard Resource #5788,02/05/2025,,709.29,432.51,"2,913.46",Fedex,Standard,sim,no,delivered,Northeast,
Professional Document #5789,2026-01-11,2025-10-02,830.30,219.14,"4,020.32",Fedex,Standard,false,não,in_transit,South,
Professional Asset #5790,22/05/2025,2025/04/17,856.02,461.28,"3,626.88",Own Fleet,Express,yes,F,returned,North,Keep Refrigerated 432
Professional Entry #5791,20250330,2025/04/04,431.00,365.31,,Local Courier,Standard,0,yes,delayed,North,Handle with Care 772
Professional Entry #5792,20250604,31/07/2025,97.70,227.01,2945.99,Correios,Express,N,False,returned,Southeast,
Enterprise Resource #5793,06/16/2025,2026/01/14,295.49,170.77,1545.40,Correios,Same-Day,YES,1,lost,Midwest,
Premium Item #5794,2025-02-27,03/28/2025,912.30,261.41,1487.12,Own Fleet,Express,F,não,delayed,Southeast,Fragile 12
Professional Product #5795,2026/01/14,,610.21,28.54,3723.71,Fedex,Economy,YES,não,in_transit,International,Keep Refrigerated 234
Advanced Entry #5796,08/05/2025,,556.74,90.73,435.05,DHL,Standard,não,False,returned,South,
Professional Service #5797,02/04/2026,2025-09-22,546.55,362.04,1444.97,DHL,Express,N,1,lost,North,Keep Refrigerated 891
Custom Service #5798,20250525,12/03/2025,493.93,152.05,4278.81,Correios,Express,yes,F,lost,South,
Custom Resource #5799,2025-04-15,2025-04-23,710.12,145.40,1567.07,Fedex,Standard,no,true,delivered,International,
Basic Record #5800,20251014,2026-01-18,975.82,375.62,3733.19,Correios,Same-Day,F,não,in_transit,,
Premium Record #5801,2025-06-03,02/11/2025,591.30,494.57,"2,414.94",Correios,Same-Day,Y,true,returned,International,
Advanced Asset #5802,21/01/2025,2025-12-05,616.53,371.69,"1,620.10",Fedex,Express,T,True,in_transit,Northeast,
Advanced Product #5803,20260107,20251127,176.11,303.61,"4,627.22",Correios,Express,não,no,in_transit,South,
Professional Record #5804,20250307,2025-08-29,318.39,221.96,597.66,Own Fleet,Same-Day,N,sim,delayed,Midwest,
Advanced Record #5805,20250718,2025/04/17,532.72,153.70,212.01,DHL,Standard,yes,0,delayed,North,
Basic Product #5806,20251122,20250830,267.74,285.81,4561.46,Local Courier,Standard,no,F,in_transit,North,Keep Refrigerated 869
Advanced Document #5807,09/18/2025,20250810,159.87,444.11,1578.72,Correios,Standard,true,não,in_transit,International,
Professional Product #5808,2025-03-07,2025/10/09,901.67,492.74,"1,841.53",DHL,Economy,true,não,in_transit,Northeast,
Premium Item #5809,2025-11-20,20260129,669.14,226.10,"2,286.82",Own Fleet,Standard,T,1,delivered,Northeast,
Basic Record #5810,2025/08/04,09/02/2025,148.45,239.14,1105.50,Own Fleet,Standard,False,False,lost,Southeast,
Advanced Resource #5811,09/17/2025,02/26/2026,648.16,312.04,3619.62,DHL,Express,yes,Y,delivered,South,
Basic Asset #5812,09/01/2025,,935.84,349.37,2683.05,Local Courier,Economy,T,True,returned,International,Fragile 653
Professional Asset #5813,10/09/2025,2025/03/18,592.65,194.69,2984.93,Correios,Express,NO,sim,delayed,Northeast,
Enterprise Document #5814,2025-04-15,28/12/2025,908.15,184.40,"1,579.20",Correios,Same-Day,false,False,lost,North,
Professional Resource #5815,2025-07-30,2025/01/14,546.43,237.65,,Fedex,Express,T,sim,lost,Southeast,Fragile 644
Advanced Service #5816,20250208,2025-07-03,187.27,92.54,846.46,Local Courier,Standard,não,yes,lost,Southeast,Keep Refrigerated 814
Enterprise Item #5817,2025-03-06,11/03/2025,868.32,150.51,4659.75,Correios,Standard,no,não,lost,South,
Basic Record #5818,09/06/2025,15/03/2025,603.28,491.50,,Own Fleet,Same-Day,sim,Y,lost,North,
Enterprise Entry #5819,20250404,02/18/2026,451.51,349.26,4791.41,DHL,Economy,True,F,lost,Midwest,Leave at Door 357
Enterprise Asset #5820,20250415,2025/01/29,106.72,152.41,"2,117.90",DHL,Express,NO,F,delivered,Northeast,
Enterprise Service #5821,30/12/2025,03/06/2025,875.66,52.97,626.07,Correios,Express,True,N,delayed,North,
Premium Asset #5822,01/01/2026,15/12/2025,373.23,381.76,91.70,DHL,Standard,false,F,delayed,Southeast,
Custom Entry #5823,12/22/2025,01/29/2025,142.07,147.87,591.85,Local Courier,Standard,F,true,returned,Midwest,Leave at Door 504
Basic Document #5824,04/07/2025,,321.78,140.82,4192.48,Fedex,Express,0,True,delivered,Northeast,
Premium Item #5825,2025-12-10,06/05/2025,898.12,69.10,437.77,Own Fleet,Economy,False,T,lost,Northeast,
Premium Document #5826,2026-01-02,,743.83,344.66,554.32,Own Fleet,Express,YES,T,lost,International,
Custom Product #5827,20250428,2025/11/30,524.15,187.59,1035.80,Own Fleet,Standard,False,false,in_transit,Midwest,
Professional Item #5828,20251130,2025/03/05,337.59,440.34,1287.26,Fedex,Standard,yes,sim,in_transit,South,
Premium Record #5829,2025/06/05,2025/09/14,619.19,403.32,"1,862.13",Local Courier,Express,True,NO,lost,Northeast,
Professional Asset #5830,12/27/2025,2025-03-05,352.66,351.43,1243.19,Fedex,Express,YES,T,delayed,Midwest,Fragile 123
Standard Resource #5831,09/12/2025,10/12/2025,330.27,488.93,1834.77,DHL,Same-Day,1,no,returned,Southeast,Keep Refrigerated 248
Advanced Service #5832,2025/07/24,01/17/2026,730.08,51.42,1273.74,Local Courier,Economy,YES,true,returned,,
Standard Item #5833,27/09/2025,,431.08,90.17,3893.46,Own Fleet,Express,N,Y,returned,,Fragile 502
Advanced Product #5834,03/13/2025,,180.78,130.80,933.70,Fedex,Express,False,0,returned,Southeast,Leave at Door 370
Professional Product #5835,2025/09/03,07/11/2025,777.63,319.55,"3,047.68",Fedex,Same-Day,no,T,delayed,North,Leave at Door 756
Custom Document #5836,20250405,20/06/2025,857.23,38.43,323.12,Correios,Standard,F,false,returned,International,Handle with Care 914
Custom Record #5837,08/06/2025,2025/03/18,466.56,461.11,4120.53,Fedex,Economy,Y,yes,delayed,South,
Enterprise Document #5838,20250818,20250519,416.40,147.67,893.29,Correios,Express,sim,true,delivered,Southeast,Leave at Door 650
Standard Record #5839,2025-02-27,03/04/2025,645.97,477.23,519.34,Fedex,Same-Day,yes,False,in_transit,Northeast,
Advanced Asset #5840,15/01/2025,,106.08,164.11,503.45,Local Courier,Standard,true,True,lost,Midwest,
Custom Asset #5841,04/11/2025,2025/06/26,195.91,289.89,,Own Fleet,Same-Day,false,False,in_transit,North,
Custom Service #5842,30/03/2025,04/14/2025,397.49,61.51,4727.90,Own Fleet,Economy,sim,NO,returned,Southeast,Handle with Care 189
Custom Item #5843,2025-07-29,2025-08-14,142.76,348.58,,Fedex,Standard,no,True,returned,South,
Professional Document #5844,06/07/2025,,144.26,457.09,4473.10,Local Courier,Standard,não,NO,in_transit,Midwest,
Enterprise Item #5845,20250926,2025-12-31,230.77,206.44,2734.69,Local Courier,Standard,T,0,in_transit,Southeast,
Advanced Item #5846,20250129,2025/12/11,277.96,169.17,"3,920.65",Correios,Express,no,False,delayed,Southeast,
Custom Record #5847,2025-02-27,2025/02/02,631.03,213.41,1511.25,Correios,Economy,F,1,delivered,South,
Professional Item #5848,09/25/2025,2025/12/26,215.32,209.64,1186.28,DHL,Express,não,no,returned,Northeast,
Premium Product #5849,2025-04-07,20251220,365.85,369.76,1022.30,Local Courier,Express,sim,não,returned,North,
Professional Resource #5850,05/17/2025,20250514,775.34,403.68,3297.94,Local Courier,Standard,True,N,lost,Northeast,
Basic Document #5851,2025-09-24,02/09/2025,641.58,483.81,4470.96,Local Courier,Standard,true,True,lost,Southeast,Handle with Care 82
Standard Asset #5852,06/28/2025,2025-07-19,299.73,272.52,"4,684.75",DHL,Economy,sim,True,returned,International,
Standard Document #5853,05/26/2025,,309.86,121.45,1675.77,DHL,Standard,0,False,delayed,Northeast,Fragile 529
Premium Item #5854,09/06/2025,2025/02/20,167.86,358.52,487.85,Fedex,Same-Day,N,no,returned,North,
Custom Asset #5855,20250919,20250704,756.87,6.79,4883.07,Local Courier,Standard,no,YES,delayed,,
Advanced Item #5856,09/04/2025,20250919,297.72,45.66,"4,970.69",DHL,Same-Day,sim,1,lost,Midwest,
Custom Asset #5857,2025/04/07,20251101,562.88,436.36,4003.56,Correios,Express,T,yes,delivered,Northeast,
Custom Document #5858,2025-05-24,,474.35,239.56,"1,778.98",Own Fleet,Standard,sim,false,lost,Northeast,
Enterprise Asset #5859,06/15/2025,2025-08-23,638.28,126.80,2716.17,DHL,Economy,true,yes,delivered,International,Leave at Door 201
Premium Service #5860,2025/05/12,08/19/2025,733.02,32.79,"4,032.37",Own Fleet,Economy,sim,NO,returned,International,
Standard Document #5861,06/03/2025,2025-02-24,614.28,177.29,"4,819.66",Local Courier,Standard,NO,NO,delayed,North,Leave at Door 956
Enterprise Resource #5862,02/01/2026,2025-09-18,350.66,449.66,1227.48,Correios,Standard,True,N,in_transit,,Fragile 181
Premium Entry #5863,2025-09-08,20250417,456.95,327.80,4676.12,Correios,Same-Day,F,T,returned,Midwest,
Advanced Asset #5864,02/02/2025,,910.91,395.63,"4,618.49",Fedex,Economy,Y,no,in_transit,Midwest,Keep Refrigerated 487
Enterprise Document #5865,2026-01-25,20260225,14.29,13.75,2975.03,Local Courier,Express,True,1,returned,Midwest,
Enterprise Item #5866,2025-12-14,2025/02/24,336.83,13.12,4710.16,DHL,Standard,False,YES,returned,South,Keep Refrigerated 181
Premium Item #5867,20251216,2025/10/19,336.09,445.09,1537.37,Own Fleet,Same-Day,false,YES,lost,South,Handle with Care 54
Custom Resource #5868,15/10/2025,10/08/2025,237.64,413.91,798.73,Correios,Economy,NO,False,delivered,Southeast,
Standard Resource #5869,2025-04-25,30/01/2026,778.29,43.65,,Own Fleet,Standard,0,True,lost,Northeast,Handle with Care 271
Enterprise Asset #5870,20250121,20250624,470.02,192.20,1505.07,Own Fleet,Standard,False,0,lost,Southeast,
Custom Document #5871,04/13/2025,08/30/2025,896.43,370.01,901.65,Correios,Same-Day,T,0,in_transit,North,Leave at Door 682
Basic Service #5872,03/12/2025,05/06/2025,120.54,7.42,142.46,DHL,Express,0,não,delivered,South,Keep Refrigerated 337
Professional Resource #5873,28/06/2025,2025/07/19,68.39,218.86,2500.74,DHL,Economy,Y,N,delivered,Midwest,Leave at Door 947
Advanced Resource #5874,20251021,,75.59,164.83,632.52,DHL,Express,NO,true,delayed,International,
Basic Record #5875,12/11/2025,2025/01/01,249.25,34.85,3112.71,Fedex,Standard,True,F,in_transit,Southeast,
Basic Record #5876,2025/12/16,20250227,658.40,45.24,,Correios,Standard,yes,False,delivered,Northeast,Keep Refrigerated 633
Professional Service #5877,07/15/2025,20250408,819.61,477.19,4649.31,DHL,Economy,yes,true,delivered,Northeast,
Professional Asset #5878,20251130,06/19/2025,207.74,258.60,2779.03,Correios,Economy,não,no,delivered,International,
Enterprise Product #5879,20/10/2025,07/12/2025,319.06,488.30,585.40,DHL,Express,1,false,returned,Midwest,Leave at Door 123
Basic Resource #5880,24/07/2025,,73.29,156.55,757.12,Correios,Economy,F,N,in_transit,South,
Professional Item #5881,04/28/2025,2025-07-24,56.23,483.02,1304.02,Fedex,Standard,0,não,delayed,North,Fragile 726
Enterprise Item #5882,2025-05-19,13/02/2026,422.97,344.85,2169.69,Local Courier,Economy,1,não,delayed,South,
Enterprise Record #5883,2025-10-07,20250801,66.18,29.10,,Own Fleet,Economy,True,YES,delivered,Northeast,
Premium Record #5884,2025-09-15,,117.11,365.17,3172.24,Fedex,Express,YES,não,returned,North,
Basic Service #5885,2026/01/27,15/03/2025,159.61,400.59,1543.44,DHL,Economy,N,False,in_transit,Midwest,Handle with Care 338
Basic Entry #5886,20250911,20251129,721.28,472.38,2411.81,Own Fleet,Same-Day,não,1,returned,Midwest,
Custom Asset #5887,2025-01-20,2025/07/13,807.39,344.46,4181.98,Correios,Economy,NO,True,delivered,Southeast,
Professional Service #5888,2025/05/06,21/01/2026,839.74,109.91,285.68,Correios,Economy,T,no,in_transit,South,Handle with Care 78
Enterprise Asset #5889,2025/06/09,20250623,412.36,24.35,78.41,Local Courier,Express,1,true,delivered,North,
Premium Asset #5890,2026/01/22,,608.24,65.24,4822.43,DHL,Economy,false,no,in_transit,Northeast,Handle with Care 64
Standard Entry #5891,2025-07-23,12/05/2025,759.06,269.78,"3,505.58",Correios,Express,T,T,in_transit,South,
Enterprise Entry #5892,2025/07/10,20250515,407.47,358.49,1433.19,Correios,Standard,F,F,in_transit,Southeast,
Standard Asset #5893,2025-01-24,,315.13,21.99,"3,136.35",Own Fleet,Standard,F,sim,lost,Northeast,
Custom Document #5894,2025-12-08,,202.21,351.48,4480.95,Own Fleet,Express,N,true,lost,Midwest,
Advanced Entry #5895,2025-05-30,03/07/2025,83.87,397.82,130.39,Correios,Express,Y,YES,in_transit,North,Handle with Care 52
Enterprise Item #5896,2026/01/26,2025-07-04,295.15,144.73,2666.29,Fedex,Economy,true,no,delivered,South,
Standard Entry #5897,01/01/2025,20260205,177.93,154.76,3264.47,Local Courier,Same-Day,F,NO,returned,Northeast,
Premium Resource #5898,20251019,09/19/2025,413.65,41.03,46.91,Local Courier,Standard,N,YES,delayed,Southeast,
Basic Item #5899,20250601,20250629,474.42,151.24,382.97,Fedex,Express,não,N,lost,Southeast,Keep Refrigerated 275
Basic Entry #5900,2025/10/11,05/31/2025,850.78,437.13,"3,658.94",Correios,Economy,True,N,lost,International,
Professional Record #5901,10/07/2025,10/08/2025,353.80,99.70,265.78,Fedex,Same-Day,false,1,in_transit,North,
Professional Record #5902,09/20/2025,2025-11-08,116.39,238.48,3248.71,Local Courier,Express,true,T,delivered,Northeast,
Standard Resource #5903,10/02/2026,2025-02-15,873.41,351.53,507.11,Local Courier,Economy,N,Y,delivered,North,Keep Refrigerated 341
Custom Service #5904,17/04/2025,04/22/2025,720.32,403.27,2961.46,Own Fleet,Same-Day,T,1,lost,Southeast,
Basic Resource #5905,01/04/2025,,453.34,433.36,2483.19,DHL,Standard,F,sim,in_transit,North,Leave at Door 370
Standard Resource #5906,27/07/2025,,515.88,271.35,4294.59,Own Fleet,Standard,F,False,delayed,Southeast,Keep Refrigerated 326
Standard Asset #5907,15/09/2025,05/02/2026,556.95,493.47,3680.98,Correios,Economy,YES,sim,lost,Northeast,
Advanced Record #5908,03/28/2025,,709.97,74.05,104.20,Correios,Economy,YES,não,returned,South,
Basic Item #5909,2025-01-08,06/10/2025,748.44,439.60,1913.02,Correios,Same-Day,T,T,delivered,South,
Basic Product #5910,20251003,2025-03-24,305.70,240.00,523.91,Fedex,Standard,1,F,in_transit,Southeast,Leave at Door 220
Enterprise Asset #5911,2025/10/17,01/02/2026,692.70,286.89,3355.26,Fedex,Economy,sim,não,lost,Southeast,
Advanced Document #5912,01/26/2025,20250608,800.17,369.59,"4,214.86",DHL,Same-Day,false,no,in_transit,South,
Enterprise Item #5913,20251109,2025-03-09,989.18,269.89,2667.05,DHL,Standard,Y,Y,delayed,Midwest,
Premium Asset #5914,12/06/2025,2025-07-09,429.28,57.15,27.65,Own Fleet,Standard,NO,False,delivered,South,
Enterprise Service #5915,2025/01/03,2026-02-22,79.97,435.61,"3,635.60",Correios,Standard,false,True,delayed,International,
Standard Entry #5916,2025/11/08,02/02/2025,151.32,44.84,4140.73,Correios,Same-Day,true,N,delayed,Northeast,
Professional Service #5917,20250510,2025-07-03,275.02,309.50,2023.31,Correios,Economy,False,false,delivered,International,
Custom Record #5918,2025-12-08,,852.07,126.54,484.95,DHL,Standard,sim,N,in_transit,International,Fragile 460
Professional Document #5919,2026/01/03,25/08/2025,195.97,405.22,"3,300.74",Local Courier,Same-Day,YES,False,delivered,,
Basic Asset #5920,2025-05-10,12/12/2025,316.78,331.08,2380.63,Correios,Express,F,no,in_transit,International,Leave at Door 985
Professional Resource #5921,09/12/2025,20250316,590.69,441.19,1854.85,DHL,Standard,True,sim,delayed,South,Keep Refrigerated 366
Advanced Document #5922,2025-01-05,04/12/2025,314.16,470.13,4301.36,Local Courier,Standard,true,False,delivered,Midwest,
Professional Item #5923,2025/08/11,,344.42,398.43,391.70,Local Courier,Economy,true,0,in_transit,Southeast,
Custom Service #5924,2025/10/03,14/07/2025,234.13,97.88,1726.94,Correios,Economy,sim,0,lost,Midwest,
Standard Resource #5925,05/21/2025,,869.57,94.83,406.59,Fedex,Standard,sim,sim,delivered,North,Handle with Care 469
Professional Item #5926,20250829,2025-03-23,966.76,462.73,"2,008.77",Fedex,Standard,N,false,delivered,South,Fragile 236
Basic Item #5927,11/22/2025,20250216,489.33,30.01,3063.02,Fedex,Economy,sim,false,returned,North,
Enterprise Item #5928,24/03/2025,2025/10/18,458.68,36.92,3001.67,Local Courier,Express,T,no,delivered,Northeast,Leave at Door 875
Advanced Record #5929,11/04/2025,20250330,997.77,55.94,2966.88,Local Courier,Standard,0,false,delayed,International,Leave at Door 490
Custom Record #5930,2026/02/05,26/07/2025,527.62,188.41,243.69,DHL,Same-Day,F,YES,delivered,Northeast,Leave at Door 444
Basic Product #5931,08/04/2025,09/07/2025,916.60,28.79,3985.66,DHL,Express,false,yes,delivered,Midwest,Fragile 126
Premium Item #5932,2025/07/12,2026-01-30,544.78,266.62,"1,208.19",Local Courier,Same-Day,false,true,delayed,Northeast,Leave at Door 537
Premium Record #5933,20251013,,838.86,445.48,2535.07,Own Fleet,Express,false,F,lost,Southeast,
Custom Item #5934,07/13/2025,12/21/2025,266.29,473.78,4749.39,Fedex,Express,Y,N,returned,International,
Custom Product #5935,12/11/2025,,387.99,129.92,3394.35,Local Courier,Express,sim,true,lost,International,Handle with Care 225
Premium Record #5936,20251008,2026/02/15,857.58,445.95,"4,215.08",Own Fleet,Express,true,N,delivered,International,Fragile 503
Advanced Record #5937,2025-02-03,20251113,155.18,111.77,3951.40,Fedex,Same-Day,não,T,returned,South,
Professional Entry #5938,11/18/2025,02/16/2026,135.67,248.18,3840.04,Correios,Express,NO,False,in_transit,Northeast,Fragile 144
Professional Entry #5939,25/01/2026,2026-01-31,23.50,400.75,514.45,Fedex,Standard,F,1,delayed,International,
Basic Entry #5940,06/27/2025,01/03/2025,115.79,273.98,2313.04,Fedex,Same-Day,NO,T,delayed,Southeast,Leave at Door 149
Professional Product #5941,11/19/2025,20260222,63.27,378.62,4492.49,DHL,Standard,yes,T,in_transit,Northeast,Leave at Door 189
Professional Product #5942,01/09/2025,03/14/2025,754.63,334.69,4789.99,Local Courier,Express,true,yes,delivered,Southeast,
Basic Record #5943,2025-11-11,20250424,541.93,482.55,4317.26,DHL,Same-Day,Y,sim,lost,Southeast,Fragile 706
Advanced Asset #5944,2025-02-03,22/02/2025,72.48,254.87,778.48,Fedex,Same-Day,YES,false,delayed,Midwest,
Enterprise Record #5945,09/20/2025,2025-07-13,840.10,326.24,4794.39,Correios,Economy,true,NO,in_transit,Midwest,
Standard Asset #5946,20260203,2025-05-08,567.65,190.33,228.95,Own Fleet,Economy,yes,YES,lost,North,
Advanced Asset #5947,06/28/2025,,601.46,267.65,1975.94,Local Courier,Economy,True,não,delayed,Northeast,Fragile 35
Basic Service #5948,20250317,2026-02-25,186.55,367.55,1555.59,Correios,Standard,true,F,returned,Southeast,
Professional Product #5949,20250623,2025-04-01,964.02,83.18,"1,756.65",DHL,Same-Day,false,não,lost,South,
Standard Entry #5950,2025/01/15,2025-10-04,892.99,281.68,3821.94,Local Courier,Express,Y,false,delayed,,Fragile 400
Advanced Entry #5951,2025-01-06,12/09/2025,870.39,208.20,"4,958.18",DHL,Economy,False,F,in_transit,Midwest,
