transaction_id,transaction_date,amount,balance_after,fee,transaction_type,channel,is_international,is_recurring,status,risk_score,description
Advanced Item #9610,25/05/2025,33096.31,"675,220.07",,payment,Web,não,no,completed,high,Online Purchase 432
Premium Document #9611,2025-08-30,"25,435.37",899945.93,,payment,Branch,N,false,failed,medium,
Advanced Service #9612,20250707,"38,533.95",865862.31,19.08,fee,Mobile App,no,True,pending,low,ATM Withdrawal 470
Standard Resource #9613,26/06/2025,25632.97,105441.83,31.81,deposit,POS,F,Y,pending,medium,Online Purchase 922
Advanced Item #9614,24/10/2025,27018.42,"79,230.12",44.62,fee,POS,sim,T,failed,low,Bill Payment 456
Premium Resource #9615,20250129,19879.10,641930.80,48.60,deposit,Web,sim,False,failed,medium,Online Purchase 434
Professional Item #9616,07/04/2025,"-22,481.09",484491.54,42.88,payment,ATM,T,sim,pending,high,Online Purchase 528
Premium Product #9617,2025/02/12,-716.54,876084.57,22.78,transfer,Branch,NO,não,completed,medium,
Standard Item #9618,2025/01/05,"-31,204.49","203,410.77",,payment,Branch,no,F,pending,low,Bill Payment 74
Custom Asset #9619,08/15/2025,"-11,089.87","903,807.32",,fee,ATM,no,NO,completed,,ATM Withdrawal 282
Basic Service #9620,2025/07/18,"5,709.66",353355.16,9.15,withdrawal,Branch,YES,Y,completed,medium,
Advanced Asset #9621,2025-01-29,38507.96,655419.64,33.11,withdrawal,Branch,True,Y,reversed,medium,Bill Payment 102
Custom Entry #9622,2025/03/22,"41,844.16","970,818.14",23.63,withdrawal,ATM,True,F,pending,high,Online Purchase 386
Advanced Item #9623,2025-07-05,"47,979.71","202,958.59",29.46,payment,Mobile App,yes,false,pending,high,Bill Payment 412
Advanced Entry #9624,2026-02-13,21154.23,"801,038.03",45.74,withdrawal,Web,no,sim,reversed,,
Advanced Service #9625,20251126,5047.22,373608.85,,fee,Web,T,False,completed,,ATM Withdrawal 700
Standard Record #9626,2025-08-09,"-11,358.66","397,704.99",40.89,payment,Web,não,YES,reversed,low,Online Purchase 167
Advanced Asset #9627,2025-02-15,7345.99,"971,002.69",,deposit,Web,Y,False,pending,low,ATM Withdrawal 842
Professional Item #9628,2025-09-12,-49020.84,663174.18,46.34,withdrawal,Branch,False,T,pending,high,ATM Withdrawal 455
Advanced Document #9629,26/02/2025,43116.06,119991.37,41.29,withdrawal,ATM,yes,true,reversed,medium,Online Purchase 169
Professional Item #9630,2025/03/24,42265.35,"124,019.15",,withdrawal,ATM,sim,Y,pending,,Online Purchase 702
Premium Document #9631,08/10/2025,15815.95,394147.49,45.96,deposit,Branch,NO,0,completed,high,ATM Withdrawal 763
Custom Service #9632,27/01/2025,"40,830.75",926320.67,34.46,fee,ATM,True,1,failed,high,ATM Withdrawal 384
Standard Record #9633,06/14/2025,"-30,088.36","68,434.30",47.25,payment,Branch,sim,Y,reversed,,
Professional Entry #9634,20250606,37632.60,851813.01,40.15,deposit,Mobile App,True,não,completed,medium,ATM Withdrawal 867
Basic Service #9635,20251111,"-34,783.08",682446.33,43.12,deposit,POS,NO,NO,failed,medium,
Professional Document #9636,20/04/2025,32253.49,171134.92,43.27,fee,Branch,YES,1,completed,high,
Premium Resource #9637,2026/02/12,"7,694.92","729,963.83",,fee,POS,true,,completed,medium,
Basic Asset #9638,28/01/2026,"49,720.52","786,125.42",36.97,fee,Web,True,1,completed,high,
Premium Service #9639,2026/01/29,-16232.78,483382.87,,fee,Branch,yes,N,pending,medium,
Professional Product #9640,18/01/2026,-9961.34,864686.26,47.79,transfer,POS,False,não,pending,medium,
Professional Resource #9641,2025/02/22,-11900.49,550004.49,9.51,transfer,Branch,true,yes,pending,,
Professional Service #9642,02/27/2025,"32,549.02","481,654.01",,payment,Web,F,0,completed,high,Bill Payment 892
Advanced Document #9643,2026/01/16,"6,311.43","555,472.72",15.82,payment,ATM,no,T,pending,high,
Premium Resource #9644,2025/02/28,"-12,913.51",45378.88,,deposit,POS,0,NO,failed,low,
Premium Asset #9645,2025/08/24,"7,938.78","527,885.57",17.97,fee,Mobile App,true,1,failed,medium,Bill Payment 769
Enterprise Item #9646,01/29/2025,-34069.52,308444.41,38.03,payment,Mobile App,NO,não,pending,high,
Professional Record #9647,03/10/2025,"26,401.08",422807.46,11.39,deposit,Mobile App,NO,Y,reversed,high,Salary Deposit 263
Premium Item #9648,15/01/2026,9622.40,42592.72,47.87,withdrawal,ATM,YES,NO,completed,high,Salary Deposit 62
Advanced Asset #9649,2025/12/04,-10623.91,111440.23,37.97,withdrawal,ATM,0,F,failed,high,
Professional Product #9650,2025/09/12,-27737.19,"711,395.89",44.98,transfer,Web,N,não,reversed,,ATM Withdrawal 583
Basic Record #9651,20250101,-34705.84,620479.16,,payment,Mobile App,0,0,completed,low,Bill Payment 359
Premium Product #9652,07/20/2025,-31044.26,148512.76,46.69,deposit,Mobile App,T,True,reversed,high,
Standard Service #9653,20/02/2025,31879.76,639371.36,,withdrawal,POS,1,1,pending,medium,Salary Deposit 891
Advanced Product #9654,2025/08/27,-41084.46,756445.84,2.91,fee,ATM,true,T,reversed,,
Enterprise Asset #9655,2025/11/14,15449.99,638246.98,40.13,deposit,ATM,True,T,reversed,low,Online Purchase 248
Custom Product #9656,20250413,14172.89,740896.29,,transfer,Web,no,sim,failed,low,
Professional Record #9657,02/13/2026,-42872.83,,45.96,deposit,POS,1,sim,completed,low,Bill Payment 507
Premium Product #9658,2025-09-02,-23662.41,40635.60,,transfer,ATM,no,0,pending,medium,Online Purchase 288
Premium Product #9659,20250317,16861.59,601144.67,33.53,deposit,POS,0,Y,completed,medium,
Basic Item #9660,24/05/2025,"-19,577.00",604359.16,,withdrawal,Branch,true,N,reversed,low,
Standard Asset #9661,2025/06/29,-41754.07,611869.53,26.79,withdrawal,POS,F,NO,completed,,Salary Deposit 844
Basic Record #9662,26/11/2025,"17,831.28","569,187.76",39.82,fee,Mobile App,sim,True,completed,medium,
Basic Product #9663,17/04/2025,215.76,120165.74,41.96,deposit,Mobile App,False,T,failed,high,
Standard Record #9664,04/13/2025,-23163.80,892054.29,,withdrawal,Branch,YES,não,reversed,medium,
Basic Service #9665,07/06/2025,"-16,769.24",232068.33,15.09,withdrawal,POS,N,sim,completed,low,
Custom Document #9666,14/03/2025,"-8,710.00",368128.09,21.76,withdrawal,Branch,true,YES,failed,high,Bill Payment 269
Custom Resource #9667,30/10/2025,-35740.65,717867.16,32.91,payment,Branch,yes,N,failed,low,Online Purchase 72
Custom Entry #9668,2026/01/03,"34,490.02",992182.56,34.10,fee,Branch,0,sim,failed,medium,Salary Deposit 92
Enterprise Resource #9669,01/30/2025,-18250.97,552524.59,33.63,payment,ATM,1,,reversed,medium,ATM Withdrawal 367
Advanced Entry #9670,22/07/2025,-47820.51,996354.26,37.19,deposit,POS,yes,YES,reversed,high,Online Purchase 556
Custom Record #9671,03/16/2025,-19383.00,766137.48,31.72,transfer,POS,1,T,reversed,low,
Professional Product #9672,2026/02/08,-44302.28,"113,699.10",4.35,deposit,ATM,True,YES,completed,low,Bill Payment 484
Professional Product #9673,2025/10/18,44067.89,"716,816.58",42.21,payment,Web,sim,true,completed,,
Premium Service #9674,2025/04/08,"-49,606.90",170275.64,7.10,withdrawal,ATM,no,F,failed,low,
Advanced Product #9675,20250601,"24,058.81",451242.02,,payment,Mobile App,0,T,failed,high,Bill Payment 106
Advanced Record #9676,2025-03-19,36945.14,190460.33,,withdrawal,Branch,não,Y,completed,high,
Professional Product #9677,27/01/2025,10670.40,95489.69,35.88,deposit,ATM,0,0,completed,low,ATM Withdrawal 126
Professional Product #9678,18/05/2025,29589.33,27717.16,28.67,fee,Branch,N,1,reversed,low,Salary Deposit 0
Enterprise Resource #9679,2025-09-14,"-2,697.85",44965.60,37.52,transfer,POS,N,T,completed,high,Salary Deposit 191
Advanced Product #9680,04/27/2025,32156.68,337764.24,23.97,deposit,POS,F,Y,failed,low,Salary Deposit 942
Premium Entry #9681,20250704,"-14,483.68",279421.50,39.70,withdrawal,Mobile App,F,não,reversed,high,Salary Deposit 970
Professional Document #9682,2025/09/14,8298.84,"173,690.04",,withdrawal,Web,F,Y,reversed,low,Online Purchase 883
Enterprise Item #9683,09/20/2025,30221.09,702502.19,,transfer,ATM,false,não,pending,medium,ATM Withdrawal 339
Premium Item #9684,2025/05/25,-43470.81,851737.31,28.55,payment,POS,0,F,pending,medium,Online Purchase 993
Advanced Item #9685,2025-02-08,-7492.11,"28,992.70",38.59,payment,ATM,F,YES,failed,medium,Online Purchase 180
Professional Record #9686,2025/01/03,28502.55,810633.04,38.39,deposit,Mobile App,T,true,reversed,low,Online Purchase 683
Enterprise Document #9687,08/11/2025,"-48,480.98",79286.64,14.31,payment,Branch,True,não,reversed,high,
Custom Document #9688,01/02/2026,25127.13,"628,651.36",,withdrawal,POS,True,no,reversed,high,
Basic Document #9689,2026/01/31,6346.35,303329.88,16.82,withdrawal,ATM,true,N,reversed,high,
Enterprise Document #9690,20260131,"43,027.92",721165.97,22.07,payment,Branch,Y,False,completed,high,Bill Payment 802
Standard Resource #9691,07/07/2025,"-44,904.12",855846.76,,deposit,POS,1,N,reversed,low,Online Purchase 174
Professional Resource #9692,2025/11/20,-31508.82,780351.11,,withdrawal,ATM,YES,yes,completed,low,ATM Withdrawal 342
Enterprise Product #9693,20251023,34587.43,"371,772.67",28.90,payment,POS,False,N,pending,medium,Online Purchase 335
Basic Entry #9694,20251008,46306.95,461643.69,37.48,transfer,Branch,true,no,reversed,high,Salary Deposit 75
Custom Asset #9695,03/23/2025,"9,815.82",346196.13,22.14,fee,ATM,T,False,failed,,ATM Withdrawal 278
Custom Resource #9696,2025/02/28,32831.24,710632.30,30.31,fee,Web,0,N,reversed,,
Premium Service #9697,2025-02-21,49485.11,319962.24,43.48,withdrawal,POS,false,T,completed,medium,
Enterprise Document #9698,2025-09-20,"37,433.64",277071.37,9.24,withdrawal,Mobile App,Y,0,failed,medium,Online Purchase 455
Advanced Document #9699,2025/12/02,"20,324.29","46,532.62",45.73,payment,Branch,True,1,reversed,low,Online Purchase 936
Custom Entry #9700,2025-06-09,-33860.53,948263.34,5.80,fee,ATM,não,0,reversed,medium,ATM Withdrawal 263
Advanced Resource #9701,01/19/2026,-10530.49,828020.24,37.88,transfer,Web,sim,Y,reversed,low,
Professional Asset #9702,2025/05/08,-39693.08,918488.91,11.33,fee,POS,sim,false,failed,high,Bill Payment 549
Professional Entry #9703,28/10/2025,21913.30,131872.82,27.69,fee,Mobile App,True,sim,reversed,high,
Advanced Product #9704,2025-06-09,49033.22,750371.05,29.63,transfer,ATM,sim,yes,pending,low,Salary Deposit 449
Premium Asset #9705,2025-04-06,31029.66,"502,915.23",,deposit,ATM,sim,Y,pending,high,
Custom Asset #9706,2025-04-30,-6617.88,,27.32,fee,Mobile App,false,0,reversed,high,
Enterprise Asset #9707,08/09/2025,30730.72,153257.42,14.69,fee,ATM,False,não,completed,high,Salary Deposit 527
Basic Item #9708,2025/02/03,-49984.95,781614.51,,fee,Mobile App,True,0,failed,,
Premium Service #9709,2025-09-22,"-5,617.69",297812.47,6.65,payment,ATM,0,F,pending,medium,ATM Withdrawal 942
Professional Item #9710,2025/12/14,48228.73,"706,111.89",30.51,fee,POS,Y,,pending,high,Online Purchase 758
Premium Entry #9711,20250823,"-37,308.88",261774.05,23.92,fee,Mobile App,False,yes,completed,high,Bill Payment 791
Standard Resource #9712,2025-06-25,-6503.36,"669,314.71",0.30,withdrawal,POS,F,yes,pending,,
Custom Service #9713,20251027,22674.55,917557.59,18.53,fee,Web,no,não,completed,high,Salary Deposit 86
Standard Document #9714,26/04/2025,-46623.69,709382.59,15.97,deposit,ATM,1,no,reversed,,
Basic Document #9715,20251125,"-42,631.61","406,144.34",21.18,payment,POS,NO,1,pending,low,
Premium Asset #9716,07/06/2025,16432.18,"821,144.30",26.61,payment,Mobile App,sim,sim,reversed,low,
Professional Service #9717,26/01/2025,21722.86,"731,600.74",27.40,withdrawal,Mobile App,sim,0,failed,medium,Online Purchase 760
Basic Asset #9718,01/15/2025,-34738.82,159755.85,15.20,fee,POS,true,false,failed,high,ATM Withdrawal 547
Professional Item #9719,27/07/2025,"16,068.58",674403.05,,transfer,POS,YES,N,failed,low,
Custom Item #9720,02/11/2025,"30,585.56","20,408.91",,transfer,ATM,true,1,reversed,high,Bill Payment 477
Professional Item #9721,05/24/2025,-42790.01,495444.14,8.76,withdrawal,Branch,NO,NO,pending,high,Bill Payment 573
Custom Service #9722,2025-01-04,44498.73,"906,750.49",12.55,deposit,Mobile App,0,yes,reversed,medium,
Premium Record #9723,20260206,-2904.35,12526.07,26.13,fee,Web,não,F,failed,,
Premium Document #9724,2025-12-28,48491.98,75502.03,26.51,deposit,ATM,true,YES,reversed,low,ATM Withdrawal 870
Advanced Product #9725,2025-10-30,23678.73,"966,454.95",14.57,transfer,POS,0,false,pending,medium,Salary Deposit 547
Standard Item #9726,2025/08/02,-2330.09,309736.34,,transfer,Mobile App,yes,false,failed,,Bill Payment 763
Custom Resource #9727,2025-01-12,"-46,686.41",655162.41,16.05,withdrawal,Web,YES,não,completed,low,
Standard Entry #9728,29/01/2026,-49114.42,548371.70,17.91,payment,Mobile App,0,T,completed,low,Online Purchase 574
Standard Entry #9729,01/02/2026,-22464.01,"739,989.71",15.88,fee,POS,0,true,failed,medium,Salary Deposit 557
Enterprise Document #9730,2025-12-01,-1489.55,"937,510.84",,transfer,ATM,NO,não,pending,high,
Enterprise Asset #9731,2026/01/30,13365.14,172502.47,,payment,POS,0,não,failed,low,Salary Deposit 392
Premium Entry #9732,01/02/2026,"-24,281.59",529636.09,31.25,deposit,Branch,false,1,failed,high,Salary Deposit 568
Professional Service #9733,2025-12-30,39003.88,761223.41,12.50,fee,POS,true,sim,pending,low,
Enterprise Asset #9734,03/27/2025,"-8,395.90",945911.50,14.90,transfer,POS,False,não,pending,,
Enterprise Service #9735,20250801,"7,318.58",300933.82,,withdrawal,POS,YES,,failed,,
Standard Resource #9736,06/13/2025,"42,739.65",712653.99,25.43,deposit,Mobile App,0,F,failed,,ATM Withdrawal 735
Advanced Asset #9737,02/07/2026,-40556.77,126097.25,0.66,withdrawal,Mobile App,NO,T,failed,,Bill Payment 159
Standard Record #9738,20250118,-43017.90,546116.97,12.37,fee,Mobile App,sim,0,pending,high,Salary Deposit 953
Basic Entry #9739,20250430,"-1,523.74",464842.85,,withdrawal,POS,1,1,failed,high,
Premium Record #9740,2025-02-18,22382.24,"301,997.15",10.60,transfer,ATM,true,F,pending,medium,Salary Deposit 45
Custom Record #9741,2025-10-05,-12347.03,279496.34,38.85,payment,Branch,0,0,pending,low,
Basic Asset #9742,04/09/2025,31733.07,502866.64,21.41,withdrawal,Mobile App,False,True,failed,,Bill Payment 231
Standard Service #9743,2025/09/30,31293.20,660847.34,0.48,deposit,POS,não,no,reversed,low,Bill Payment 672
Professional Document #9744,2025-09-01,"42,493.25",790888.62,28.42,withdrawal,ATM,0,true,failed,low,ATM Withdrawal 397
Enterprise Record #9745,20250519,-31409.59,413493.48,,withdrawal,Branch,sim,False,completed,medium,Online Purchase 308
Custom Entry #9746,20250202,46370.18,884000.89,,fee,Mobile App,N,Y,reversed,medium,Online Purchase 245
Premium Asset #9747,2026-01-30,47981.15,"745,084.93",4.44,fee,Web,true,,completed,medium,
Premium Record #9748,20250122,-4302.67,224659.94,10.19,deposit,Web,True,não,reversed,high,ATM Withdrawal 714
Premium Resource #9749,20251209,"32,916.59",189098.03,1.96,fee,ATM,sim,não,reversed,high,Online Purchase 814
Basic Resource #9750,2025/04/25,-19591.94,572172.72,,withdrawal,Mobile App,yes,1,completed,low,Online Purchase 799
Premium Entry #9751,06/14/2025,-42923.58,"708,443.10",,payment,ATM,yes,F,completed,low,Salary Deposit 744
Advanced Entry #9752,2025-12-14,-38391.77,857579.26,35.23,transfer,Branch,False,sim,pending,low,
Premium Product #9753,2025/02/26,"7,612.48",283224.55,32.43,fee,Mobile App,false,não,pending,medium,
Premium Asset #9754,20/04/2025,-49267.72,455185.44,44.59,fee,POS,YES,no,failed,high,
Professional Service #9755,17/02/2025,-26308.02,793125.89,49.47,deposit,ATM,NO,NO,reversed,high,Online Purchase 998
Advanced Product #9756,27/04/2025,-25607.48,"1,549.36",,payment,Branch,false,YES,completed,,
Premium Asset #9757,13/06/2025,"-12,349.25",174462.30,16.49,transfer,Branch,sim,False,failed,low,
Basic Document #9758,2025/05/09,38504.32,"423,550.76",25.33,fee,ATM,1,Y,reversed,medium,ATM Withdrawal 791
Custom Document #9759,2025-11-08,"13,860.43",691527.33,26.31,withdrawal,Web,1,1,failed,high,Online Purchase 422
Advanced Record #9760,12/04/2025,38201.35,80571.94,23.38,transfer,Mobile App,T,0,completed,low,Bill Payment 138
Standard Record #9761,2025/05/08,"-7,618.34",302241.16,2.63,withdrawal,Mobile App,YES,no,reversed,low,Bill Payment 521
Professional Product #9762,31/07/2025,"-38,413.41",375222.58,17.43,payment,Web,YES,Y,completed,high,ATM Withdrawal 535
Enterprise Entry #9763,06/08/2025,-21231.01,732863.62,3.59,deposit,Web,não,F,failed,medium,ATM Withdrawal 885
Basic Asset #9764,20/06/2025,-21141.94,36154.93,,withdrawal,Branch,yes,yes,reversed,high,
Standard Record #9765,2025/02/09,-42073.00,"168,844.48",7.78,fee,Web,True,T,pending,high,Online Purchase 373
Advanced Document #9766,09/06/2025,"-28,090.31",167660.43,20.90,transfer,Web,true,1,reversed,medium,
Premium Product #9767,02/07/2025,26694.41,830163.67,36.34,payment,Branch,1,N,failed,low,ATM Withdrawal 234
Premium Item #9768,09/02/2026,"36,720.95",521717.81,,transfer,POS,não,False,failed,high,Salary Deposit 946
Basic Item #9769,08/07/2025,-32006.08,800495.18,46.81,transfer,ATM,N,,completed,medium,
Premium Resource #9770,2025/04/17,"-25,863.41",214530.01,8.43,fee,Mobile App,False,yes,reversed,low,
Custom Product #9771,2025/10/15,-24325.70,230794.98,47.36,payment,Branch,F,Y,completed,medium,ATM Withdrawal 917
Enterprise Resource #9772,20250924,28117.54,"119,393.60",43.60,transfer,Web,yes,Y,pending,high,
Basic Entry #9773,03/12/2025,-13119.63,345022.60,5.42,transfer,Branch,0,True,reversed,low,Salary Deposit 545
Professional Record #9774,2025/06/01,-37952.51,"186,672.45",27.58,transfer,ATM,não,true,completed,low,Bill Payment 19
Standard Item #9775,2025/12/18,"-13,728.99","797,232.49",,withdrawal,Branch,true,True,pending,high,Salary Deposit 383
Standard Product #9776,2025/08/03,-21499.41,487907.54,18.14,transfer,Web,false,true,pending,high,Online Purchase 915
Premium Document #9777,2025-11-19,"-7,891.91","721,941.85",,payment,ATM,no,Y,completed,low,Bill Payment 742
Custom Entry #9778,01/01/2025,"26,931.53",492359.97,12.60,withdrawal,Mobile App,T,False,pending,low,Salary Deposit 546
Premium Asset #9779,2026-01-06,"5,364.50",963390.41,15.31,transfer,POS,1,1,reversed,high,Bill Payment 656
Custom Service #9780,10/20/2025,-15369.93,360493.67,44.37,payment,Branch,1,Y,pending,high,Online Purchase 782
Professional Record #9781,12/09/2025,26325.43,"946,537.78",24.52,deposit,Branch,1,no,completed,low,Salary Deposit 756
Advanced Entry #9782,11/10/2025,1623.14,218423.99,,fee,Mobile App,sim,T,pending,low,
Premium Document #9783,20251218,47057.80,"562,984.63",47.57,transfer,Branch,no,True,failed,medium,
Professional Record #9784,2025-09-20,"-37,057.49","491,737.78",,payment,Mobile App,NO,true,pending,low,ATM Withdrawal 628
Premium Service #9785,2025-04-16,-42928.92,71643.65,17.64,deposit,ATM,False,0,pending,high,
Basic Asset #9786,2025/06/28,-19605.71,"4,154.91",36.14,withdrawal,Mobile App,1,não,completed,medium,Salary Deposit 539
Professional Product #9787,01/29/2025,-38902.70,90039.55,27.84,withdrawal,ATM,yes,yes,completed,,Salary Deposit 682
